frequency	e'	e''
1000000000.0000	  44.0890	   0.7022
1008000000.0000	  44.1738	   0.7505
1016000000.0000	  44.1914	   0.7999
1024000000.0000	  44.2006	   0.8467
1032000000.0000	  44.2307	   0.8885
1040000000.0000	  44.2366	   0.9157
1048000000.0000	  44.2231	   0.9487
1056000000.0000	  44.2008	   0.9740
1064000000.0000	  44.2351	   0.9958
1072000000.0000	  44.2848	   1.0195
1080000000.0000	  44.3109	   1.0360
1088000000.0000	  44.3395	   1.0544
1096000000.0000	  44.3760	   1.0747
1104000000.0000	  44.4021	   1.0943
1112000000.0000	  44.4675	   1.1081
1120000000.0000	  44.6112	   1.1268
1128000000.0000	  44.7938	   1.1539
1136000000.0000	  44.9869	   1.1778
1144000000.0000	  45.1472	   1.1938
1152000000.0000	  45.2861	   1.2130
1160000000.0000	  45.3874	   1.2289
1168000000.0000	  45.4707	   1.2502
1176000000.0000	  45.5360	   1.2641
1184000000.0000	  45.5707	   1.2763
1192000000.0000	  45.5860	   1.2884
1200000000.0000	  45.5936	   1.3020
1208000000.0000	  45.6285	   1.3182
1216000000.0000	  45.6757	   1.3319
1224000000.0000	  45.7306	   1.3487
1232000000.0000	  45.7547	   1.3610
1240000000.0000	  45.7675	   1.3795
1248000000.0000	  45.7881	   1.3962
1256000000.0000	  45.7983	   1.4020
1264000000.0000	  45.7954	   1.4164
1272000000.0000	  45.7501	   1.4262
1280000000.0000	  45.7150	   1.4392
1288000000.0000	  45.7021	   1.4465
1296000000.0000	  45.7194	   1.4590
1304000000.0000	  45.7539	   1.4750
1312000000.0000	  45.8044	   1.4854
1320000000.0000	  45.8270	   1.5034
1328000000.0000	  45.8372	   1.5233
1336000000.0000	  45.8477	   1.5412
1344000000.0000	  45.8464	   1.5585
1352000000.0000	  45.8284	   1.5711
1360000000.0000	  45.8023	   1.5898
1368000000.0000	  45.7679	   1.5994
1376000000.0000	  45.7192	   1.6106
1384000000.0000	  45.7015	   1.6205
1392000000.0000	  45.7185	   1.6348
1400000000.0000	  45.7537	   1.6624
1408000000.0000	  45.8299	   1.6900
1416000000.0000	  45.8985	   1.7220
1424000000.0000	  45.9441	   1.7462
1432000000.0000	  45.9762	   1.7803
1440000000.0000	  45.9769	   1.8144
1448000000.0000	  45.9506	   1.8355
1456000000.0000	  45.9174	   1.8615
1464000000.0000	  45.8878	   1.8823
1472000000.0000	  45.8906	   1.9062
1480000000.0000	  45.8954	   1.9285
1488000000.0000	  45.9277	   1.9519
1496000000.0000	  45.9852	   1.9666
1504000000.0000	  46.0900	   1.9775
1512000000.0000	  46.1258	   1.9720
1520000000.0000	  46.1398	   1.9720
1528000000.0000	  46.1139	   1.9727
1536000000.0000	  46.1059	   1.9723
1544000000.0000	  46.0903	   1.9656
1552000000.0000	  46.0754	   1.9606
1560000000.0000	  46.0316	   1.9651
1568000000.0000	  46.0033	   1.9538
1576000000.0000	  45.9544	   1.9444
1584000000.0000	  45.8807	   1.9354
1592000000.0000	  45.8143	   1.9232
1600000000.0000	  45.7314	   1.9081
1608000000.0000	  45.5902	   1.8913
1616000000.0000	  45.3636	   1.8676
1624000000.0000	  45.1687	   1.8412
1632000000.0000	  44.9493	   1.8115
1640000000.0000	  44.7531	   1.7827
1648000000.0000	  44.5838	   1.7526
1656000000.0000	  44.4551	   1.7309
1664000000.0000	  44.2797	   1.6930
1672000000.0000	  44.0037	   1.6547
1680000000.0000	  43.7453	   1.6167
1688000000.0000	  43.4527	   1.5681
1696000000.0000	  43.1248	   1.5237
1704000000.0000	  42.7449	   1.4747
1712000000.0000	  42.4575	   1.4184
1720000000.0000	  42.2771	   1.3701
1728000000.0000	  42.1369	   1.3375
1736000000.0000	  42.0241	   1.3273
1744000000.0000	  41.9865	   1.3397
1752000000.0000	  41.9214	   1.3756
1760000000.0000	  41.7706	   1.4140
1768000000.0000	  41.5769	   1.4562
1776000000.0000	  41.3328	   1.4955
1784000000.0000	  41.0637	   1.5323
1792000000.0000	  40.7031	   1.5586
1800000000.0000	  40.3184	   1.5753
1808000000.0000	  39.9466	   1.5939
1816000000.0000	  39.5152	   1.5974
1824000000.0000	  39.1260	   1.6061
1832000000.0000	  38.8211	   1.6154
1840000000.0000	  38.5281	   1.6280
1848000000.0000	  38.1827	   1.6240
1856000000.0000	  37.8449	   1.6263
1864000000.0000	  37.6771	   1.6372
1872000000.0000	  37.4785	   1.6418
1880000000.0000	  37.2345	   1.6470
1888000000.0000	  36.9452	   1.6428
1896000000.0000	  36.7025	   1.6428
1904000000.0000	  36.4941	   1.6441
1912000000.0000	  36.3160	   1.6417
1920000000.0000	  36.1389	   1.6407
1928000000.0000	  36.0005	   1.6332
1936000000.0000	  35.8386	   1.6263
1944000000.0000	  35.6708	   1.6217
1952000000.0000	  35.4648	   1.6168
1960000000.0000	  35.2278	   1.6033
1968000000.0000	  34.9553	   1.5906
1976000000.0000	  34.7688	   1.5869
1984000000.0000	  34.5717	   1.5789
1992000000.0000	  34.3880	   1.5711
2000000000.0000	  34.2619	   1.5549
2008000000.0000	  34.1739	   1.5414
2016000000.0000	  34.1218	   1.5385
2024000000.0000	  34.0528	   1.5314
2032000000.0000	  33.9678	   1.5273
2040000000.0000	  33.8862	   1.5249
2048000000.0000	  33.8223	   1.5312
2056000000.0000	  33.7559	   1.5437
2064000000.0000	  33.6590	   1.5532
2072000000.0000	  33.5721	   1.5694
2080000000.0000	  33.4476	   1.5892
2088000000.0000	  33.2905	   1.5992
2096000000.0000	  33.1661	   1.6160
2104000000.0000	  33.0906	   1.6268
2112000000.0000	  33.0487	   1.6384
2120000000.0000	  32.9391	   1.6424
2128000000.0000	  32.7915	   1.6484
2136000000.0000	  32.6841	   1.6512
2144000000.0000	  32.5272	   1.6610
2152000000.0000	  32.3879	   1.6639
2160000000.0000	  32.2825	   1.6711
2168000000.0000	  32.1462	   1.6779
2176000000.0000	  32.2195	   1.6908
2184000000.0000	  32.3661	   1.7066
2192000000.0000	  32.5237	   1.7231
2200000000.0000	  32.4694	   1.7254
2208000000.0000	  32.2985	   1.7182
2216000000.0000	  32.0623	   1.7116
2224000000.0000	  32.2789	   1.7264
2232000000.0000	  32.5995	   1.7492
2240000000.0000	  32.8138	   1.7725
2248000000.0000	  32.9037	   1.7884
2256000000.0000	  32.9021	   1.7984
2264000000.0000	  32.8501	   1.8080
2272000000.0000	  32.7681	   1.8164
2280000000.0000	  32.9447	   1.8395
2288000000.0000	  32.8236	   1.8455
2296000000.0000	  32.6996	   1.8604
2304000000.0000	  32.8263	   1.8767
2312000000.0000	  32.9359	   1.8916
2320000000.0000	  33.0196	   1.9055
2328000000.0000	  33.1366	   1.9244
2336000000.0000	  32.9563	   1.9283
2344000000.0000	  32.6083	   1.9267
2352000000.0000	  32.4089	   1.9266
2360000000.0000	  32.3061	   1.9304
2368000000.0000	  32.2922	   1.9391
2376000000.0000	  32.3549	   1.9599
2384000000.0000	  32.4276	   1.9763
2392000000.0000	  32.6662	   1.9924
2400000000.0000	  32.9397	   2.0172
2408000000.0000	  32.8646	   2.0133
2416000000.0000	  32.8714	   2.0167
2424000000.0000	  32.9230	   2.0201
2432000000.0000	  32.9103	   2.0280
2440000000.0000	  32.8460	   2.0269
2448000000.0000	  32.8410	   2.0288
2456000000.0000	  32.8262	   2.0263
2464000000.0000	  32.7768	   2.0263
2472000000.0000	  32.8039	   2.0265
2480000000.0000	  32.8020	   2.0258
2488000000.0000	  32.7786	   2.0185
2496000000.0000	  32.7517	   2.0178
2504000000.0000	  32.7509	   2.0154
2512000000.0000	  32.7501	   2.0191
2520000000.0000	  32.7553	   2.0246
2528000000.0000	  32.7781	   2.0431
2536000000.0000	  32.8286	   2.0612
2544000000.0000	  32.8876	   2.0819
2552000000.0000	  32.9682	   2.1066
2560000000.0000	  33.0372	   2.1307
2568000000.0000	  33.1001	   2.1526
2576000000.0000	  33.1279	   2.1727
2584000000.0000	  33.1582	   2.1949
2592000000.0000	  33.1827	   2.2101
2600000000.0000	  33.1885	   2.2336
2608000000.0000	  33.1824	   2.2545
2616000000.0000	  33.1697	   2.2711
2624000000.0000	  33.1399	   2.2901
2632000000.0000	  33.0996	   2.3020
2640000000.0000	  33.0525	   2.3109
2648000000.0000	  33.0117	   2.3119
2656000000.0000	  33.0029	   2.3093
2664000000.0000	  32.9828	   2.2995
2672000000.0000	  32.9820	   2.2851
2680000000.0000	  32.9759	   2.2673
2688000000.0000	  32.9478	   2.2479
2696000000.0000	  32.9202	   2.2317
2704000000.0000	  32.8905	   2.2198
2712000000.0000	  32.8539	   2.2057
2720000000.0000	  32.8189	   2.1968
2728000000.0000	  32.7833	   2.1983
2736000000.0000	  32.7536	   2.1999
2744000000.0000	  32.7583	   2.2031
2752000000.0000	  32.7555	   2.2032
2760000000.0000	  32.7400	   2.2076
2768000000.0000	  32.7217	   2.2089
2776000000.0000	  32.6969	   2.2128
2784000000.0000	  32.6731	   2.2103
2792000000.0000	  32.6412	   2.2141
2800000000.0000	  32.6139	   2.2216
2808000000.0000	  32.5971	   2.2258
2816000000.0000	  32.5724	   2.2373
2824000000.0000	  32.5452	   2.2513
2832000000.0000	  32.5299	   2.2646
2840000000.0000	  32.5254	   2.2771
2848000000.0000	  32.5161	   2.2903
2856000000.0000	  32.5115	   2.3009
2864000000.0000	  32.5067	   2.3052
2872000000.0000	  32.4912	   2.3160
