frequency	e'	e''
1000000000.0000	  63.5871	   0.9961
1008000000.0000	  63.5702	   1.0502
1016000000.0000	  63.5458	   1.1084
1024000000.0000	  63.5414	   1.1612
1032000000.0000	  63.5427	   1.2037
1040000000.0000	  63.5744	   1.2390
1048000000.0000	  63.6011	   1.2762
1056000000.0000	  63.6205	   1.2950
1064000000.0000	  63.6270	   1.3252
1072000000.0000	  63.6453	   1.3563
1080000000.0000	  63.6724	   1.3760
1088000000.0000	  63.6998	   1.3911
1096000000.0000	  63.7333	   1.4185
1104000000.0000	  63.7529	   1.4377
1112000000.0000	  63.7949	   1.4436
1120000000.0000	  63.8247	   1.4526
1128000000.0000	  63.8650	   1.4720
1136000000.0000	  63.8802	   1.4890
1144000000.0000	  63.8583	   1.4975
1152000000.0000	  63.8328	   1.5140
1160000000.0000	  63.8201	   1.5221
1168000000.0000	  63.8103	   1.5373
1176000000.0000	  63.8012	   1.5543
1184000000.0000	  63.7951	   1.5637
1192000000.0000	  63.7832	   1.5812
1200000000.0000	  63.7829	   1.5860
1208000000.0000	  63.8157	   1.6013
1216000000.0000	  63.8533	   1.6181
1224000000.0000	  63.8931	   1.6380
1232000000.0000	  63.8985	   1.6500
1240000000.0000	  63.8955	   1.6629
1248000000.0000	  63.9098	   1.6740
1256000000.0000	  63.9335	   1.6824
1264000000.0000	  63.9532	   1.6943
1272000000.0000	  63.9541	   1.7115
1280000000.0000	  63.9590	   1.7249
1288000000.0000	  63.9747	   1.7424
1296000000.0000	  64.0103	   1.7552
1304000000.0000	  64.0586	   1.7724
1312000000.0000	  64.1241	   1.7941
1320000000.0000	  64.1588	   1.8079
1328000000.0000	  64.1637	   1.8143
1336000000.0000	  64.1638	   1.8296
1344000000.0000	  64.1528	   1.8455
1352000000.0000	  64.1258	   1.8551
1360000000.0000	  64.0604	   1.8706
1368000000.0000	  63.9984	   1.8867
1376000000.0000	  63.9616	   1.8920
1384000000.0000	  63.9697	   1.9091
1392000000.0000	  64.0287	   1.9296
1400000000.0000	  64.1434	   1.9605
1408000000.0000	  64.2531	   1.9838
1416000000.0000	  64.3233	   2.0077
1424000000.0000	  64.3379	   2.0365
1432000000.0000	  64.3096	   2.0663
1440000000.0000	  64.2438	   2.0991
1448000000.0000	  64.1509	   2.1368
1456000000.0000	  64.0802	   2.1751
1464000000.0000	  63.9996	   2.2204
1472000000.0000	  63.9361	   2.2732
1480000000.0000	  63.8832	   2.3379
1488000000.0000	  63.8402	   2.3994
1496000000.0000	  63.7447	   2.4511
1504000000.0000	  63.4132	   2.4834
1512000000.0000	  63.2152	   2.4912
1520000000.0000	  63.0090	   2.4609
1528000000.0000	  62.8275	   2.4089
1536000000.0000	  62.7202	   2.3589
1544000000.0000	  62.6688	   2.3112
1552000000.0000	  62.6338	   2.2692
1560000000.0000	  62.5959	   2.2482
1568000000.0000	  62.5696	   2.2321
1576000000.0000	  62.5516	   2.2256
1584000000.0000	  62.5405	   2.2228
1592000000.0000	  62.5529	   2.2418
1600000000.0000	  62.6030	   2.2574
1608000000.0000	  62.6216	   2.2907
1616000000.0000	  62.6089	   2.3295
1624000000.0000	  62.5552	   2.3612
1632000000.0000	  62.4784	   2.3615
1640000000.0000	  62.3798	   2.3236
1648000000.0000	  62.2724	   2.2579
1656000000.0000	  62.1557	   2.1700
1664000000.0000	  62.0150	   2.0933
1672000000.0000	  61.8495	   2.0176
1680000000.0000	  61.7019	   1.9521
1688000000.0000	  61.5900	   1.8857
1696000000.0000	  61.4931	   1.8176
1704000000.0000	  61.4209	   1.7577
1712000000.0000	  61.3810	   1.6868
1720000000.0000	  61.3907	   1.6319
1728000000.0000	  61.4517	   1.5872
1736000000.0000	  61.5499	   1.5808
1744000000.0000	  61.6656	   1.6042
1752000000.0000	  61.7788	   1.6571
1760000000.0000	  61.8671	   1.7265
1768000000.0000	  61.9620	   1.7964
1776000000.0000	  62.0583	   1.8704
1784000000.0000	  62.1499	   1.9351
1792000000.0000	  62.2071	   1.9923
1800000000.0000	  62.2401	   2.0537
1808000000.0000	  62.2292	   2.0895
1816000000.0000	  62.1841	   2.1275
1824000000.0000	  62.0969	   2.1629
1832000000.0000	  61.9961	   2.1937
1840000000.0000	  61.8969	   2.2283
1848000000.0000	  61.7950	   2.2447
1856000000.0000	  61.6969	   2.2684
1864000000.0000	  61.6277	   2.2926
1872000000.0000	  61.5944	   2.3145
1880000000.0000	  61.5656	   2.3397
1888000000.0000	  61.5295	   2.3533
