frequency	e'	e''
1000000000.0000	  44.4173	   0.8833
1008000000.0000	  44.4590	   0.9465
1016000000.0000	  44.4516	   0.9999
1024000000.0000	  44.4498	   1.0610
1032000000.0000	  44.4906	   1.1153
1040000000.0000	  44.5246	   1.1701
1048000000.0000	  44.5907	   1.2294
1056000000.0000	  44.6163	   1.2725
1064000000.0000	  44.6000	   1.3101
1072000000.0000	  44.5504	   1.3356
1080000000.0000	  44.5577	   1.3586
1088000000.0000	  44.6122	   1.3826
1096000000.0000	  44.6800	   1.3995
1104000000.0000	  44.6898	   1.4044
1112000000.0000	  44.7259	   1.4083
1120000000.0000	  44.7940	   1.4046
1128000000.0000	  44.8525	   1.4011
1136000000.0000	  44.9315	   1.4030
1144000000.0000	  44.9739	   1.3964
1152000000.0000	  45.0230	   1.3866
1160000000.0000	  44.9909	   1.3818
1168000000.0000	  45.0107	   1.3811
1176000000.0000	  45.0599	   1.3834
1184000000.0000	  45.0814	   1.3816
1192000000.0000	  45.0731	   1.3838
1200000000.0000	  45.0998	   1.3875
1208000000.0000	  45.1610	   1.3934
1216000000.0000	  45.2089	   1.3930
1224000000.0000	  45.2648	   1.4050
1232000000.0000	  45.2843	   1.4102
1240000000.0000	  45.2874	   1.4185
1248000000.0000	  45.2376	   1.4241
1256000000.0000	  45.2213	   1.4264
1264000000.0000	  45.2483	   1.4304
1272000000.0000	  45.2710	   1.4383
1280000000.0000	  45.2685	   1.4439
1288000000.0000	  45.2753	   1.4429
1296000000.0000	  45.3319	   1.4471
1304000000.0000	  45.3522	   1.4506
1312000000.0000	  45.4034	   1.4559
1320000000.0000	  45.4632	   1.4633
1328000000.0000	  45.4963	   1.4720
1336000000.0000	  45.4621	   1.4757
1344000000.0000	  45.4723	   1.4825
1352000000.0000	  45.5567	   1.4876
1360000000.0000	  45.6384	   1.4985
1368000000.0000	  45.6900	   1.5041
1376000000.0000	  45.7341	   1.5043
1384000000.0000	  45.8223	   1.5093
1392000000.0000	  45.8901	   1.5135
1400000000.0000	  45.9858	   1.5268
1408000000.0000	  46.0882	   1.5328
1416000000.0000	  46.1572	   1.5422
1424000000.0000	  46.1416	   1.5439
1432000000.0000	  46.1417	   1.5492
1440000000.0000	  46.2233	   1.5478
1448000000.0000	  46.2819	   1.5556
1456000000.0000	  46.3221	   1.5557
1464000000.0000	  46.3340	   1.5460
1472000000.0000	  46.3964	   1.5398
1480000000.0000	  46.4552	   1.5289
1488000000.0000	  46.5609	   1.5245
1496000000.0000	  46.6713	   1.5127
1504000000.0000	  46.7692	   1.4989
1512000000.0000	  46.8761	   1.4918
1520000000.0000	  47.0329	   1.4862
1528000000.0000	  47.1684	   1.4883
1536000000.0000	  47.2718	   1.5021
1544000000.0000	  47.3619	   1.5250
1552000000.0000	  47.4745	   1.5507
1560000000.0000	  47.5815	   1.5828
1568000000.0000	  47.6975	   1.6088
1576000000.0000	  47.7693	   1.6292
1584000000.0000	  47.7894	   1.6506
1592000000.0000	  47.8096	   1.6731
1600000000.0000	  47.8887	   1.6848
