frequency	e'	e''
1000000000.0000	  58.5347	   1.0494
1008000000.0000	  58.5083	   1.0887
1016000000.0000	  58.4785	   1.1227
1024000000.0000	  58.4191	   1.1489
1032000000.0000	  58.3593	   1.1776
1040000000.0000	  58.3461	   1.1990
1048000000.0000	  58.3069	   1.2224
1056000000.0000	  58.2638	   1.2258
1064000000.0000	  58.2093	   1.2397
1072000000.0000	  58.1696	   1.2557
1080000000.0000	  58.1235	   1.2645
1088000000.0000	  58.0324	   1.2727
1096000000.0000	  57.9455	   1.2868
1104000000.0000	  57.8175	   1.3064
1112000000.0000	  57.6849	   1.3091
1120000000.0000	  57.5494	   1.3153
1128000000.0000	  57.4781	   1.3237
1136000000.0000	  57.4115	   1.3391
1144000000.0000	  57.3324	   1.3383
1152000000.0000	  57.2971	   1.3536
1160000000.0000	  57.3389	   1.3639
1168000000.0000	  57.4053	   1.3739
1176000000.0000	  57.4556	   1.3922
1184000000.0000	  57.5292	   1.4043
1192000000.0000	  57.6161	   1.4208
1200000000.0000	  57.6871	   1.4274
1208000000.0000	  57.7355	   1.4418
1216000000.0000	  57.7844	   1.4549
1224000000.0000	  57.8271	   1.4627
1232000000.0000	  57.8437	   1.4820
1240000000.0000	  57.8461	   1.4929
1248000000.0000	  57.8380	   1.5009
1256000000.0000	  57.8401	   1.5099
1264000000.0000	  57.8523	   1.5219
1272000000.0000	  57.8296	   1.5352
1280000000.0000	  57.7765	   1.5432
1288000000.0000	  57.7239	   1.5511
1296000000.0000	  57.6998	   1.5592
1304000000.0000	  57.7014	   1.5674
1312000000.0000	  57.7177	   1.5759
1320000000.0000	  57.7588	   1.5839
1328000000.0000	  57.8077	   1.5992
1336000000.0000	  57.8814	   1.6119
1344000000.0000	  57.9746	   1.6217
1352000000.0000	  58.0897	   1.6388
1360000000.0000	  58.1667	   1.6514
1368000000.0000	  58.2106	   1.6621
1376000000.0000	  58.2123	   1.6653
1384000000.0000	  58.2149	   1.6757
1392000000.0000	  58.2413	   1.6881
1400000000.0000	  58.2821	   1.7038
1408000000.0000	  58.3209	   1.7114
1416000000.0000	  58.3526	   1.7240
1424000000.0000	  58.4230	   1.7317
1432000000.0000	  58.4960	   1.7431
1440000000.0000	  58.5886	   1.7502
1448000000.0000	  58.6827	   1.7594
1456000000.0000	  58.7920	   1.7649
1464000000.0000	  58.8929	   1.7669
1472000000.0000	  59.0094	   1.7630
1480000000.0000	  59.1460	   1.7585
1488000000.0000	  59.2898	   1.7568
1496000000.0000	  59.4132	   1.7403
1504000000.0000	  59.6522	   1.7357
1512000000.0000	  59.7647	   1.7208
1520000000.0000	  59.8665	   1.7191
1528000000.0000	  59.9401	   1.7254
1536000000.0000	  59.9727	   1.7503
1544000000.0000	  59.9358	   1.7761
1552000000.0000	  59.8347	   1.8147
1560000000.0000	  59.6947	   1.8626
1568000000.0000	  59.4950	   1.8959
1576000000.0000	  59.2172	   1.9328
1584000000.0000	  58.8950	   1.9604
1592000000.0000	  58.6212	   1.9928
1600000000.0000	  58.3108	   2.0199
1608000000.0000	  57.8805	   2.0489
1616000000.0000	  57.4681	   2.0789
1624000000.0000	  57.0294	   2.1100
1632000000.0000	  56.5304	   2.1446
1640000000.0000	  55.9289	   2.1881
1648000000.0000	  55.4677	   2.2429
1656000000.0000	  55.1165	   2.3092
1664000000.0000	  54.7955	   2.3727
1672000000.0000	  54.5107	   2.4246
1680000000.0000	  54.3431	   2.4615
1688000000.0000	  54.2423	   2.4625
1696000000.0000	  54.1374	   2.4199
1704000000.0000	  54.1819	   2.3472
1712000000.0000	  54.3434	   2.2466
1720000000.0000	  54.5587	   2.1401
1728000000.0000	  54.7472	   2.0360
1736000000.0000	  54.9996	   1.9582
1744000000.0000	  55.2879	   1.9272
1752000000.0000	  55.5752	   1.9248
1760000000.0000	  55.7951	   1.9429
1768000000.0000	  55.9716	   1.9634
1776000000.0000	  56.0896	   1.9928
1784000000.0000	  56.1204	   2.0184
1792000000.0000	  56.1230	   2.0349
1800000000.0000	  56.0905	   2.0527
1808000000.0000	  55.9823	   2.0605
1816000000.0000	  55.8325	   2.0645
1824000000.0000	  55.6741	   2.0749
1832000000.0000	  55.5270	   2.0854
1840000000.0000	  55.3885	   2.0977
1848000000.0000	  55.2674	   2.0984
1856000000.0000	  55.1716	   2.1111
1864000000.0000	  55.1415	   2.1226
1872000000.0000	  55.1076	   2.1354
1880000000.0000	  55.0720	   2.1454
1888000000.0000	  55.0275	   2.1488
1896000000.0000	  54.9847	   2.1527
1904000000.0000	  54.9245	   2.1590
1912000000.0000	  54.8547	   2.1582
1920000000.0000	  54.8236	   2.1658
1928000000.0000	  54.8185	   2.1649
1936000000.0000	  54.8174	   2.1579
1944000000.0000	  54.8428	   2.1599
1952000000.0000	  54.8962	   2.1638
1960000000.0000	  54.9163	   2.1600
1968000000.0000	  54.8582	   2.1567
1976000000.0000	  54.7483	   2.1453
1984000000.0000	  54.6484	   2.1381
1992000000.0000	  54.5708	   2.1261
2000000000.0000	  54.5267	   2.1117
2008000000.0000	  54.5095	   2.1026
2016000000.0000	  54.4626	   2.0974
2024000000.0000	  54.3914	   2.0880
2032000000.0000	  54.3019	   2.0852
2040000000.0000	  54.2608	   2.0865
2048000000.0000	  54.2764	   2.0876
2056000000.0000	  54.3013	   2.1065
2064000000.0000	  54.3633	   2.1358
2072000000.0000	  54.4522	   2.1646
2080000000.0000	  54.5264	   2.2020
2088000000.0000	  54.5133	   2.2272
2096000000.0000	  54.4824	   2.2613
2104000000.0000	  54.4908	   2.2819
2112000000.0000	  54.4973	   2.3142
2120000000.0000	  54.5646	   2.3379
2128000000.0000	  54.7397	   2.3736
2136000000.0000	  54.9793	   2.4059
2144000000.0000	  55.1635	   2.4357
2152000000.0000	  55.3073	   2.4690
2160000000.0000	  55.4808	   2.5004
2168000000.0000	  55.6534	   2.5349
2176000000.0000	  55.7759	   2.5645
2184000000.0000	  55.8758	   2.5885
2192000000.0000	  56.0266	   2.6201
