frequency	e'	e''
1000000000.0000	  63.7516	   1.2713
1008000000.0000	  63.7268	   1.2824
1016000000.0000	  63.7010	   1.2908
1024000000.0000	  63.6822	   1.3075
1032000000.0000	  63.6668	   1.3096
1040000000.0000	  63.6527	   1.3228
1048000000.0000	  63.6464	   1.3325
1056000000.0000	  63.6487	   1.3438
1064000000.0000	  63.6452	   1.3516
1072000000.0000	  63.6547	   1.3596
1080000000.0000	  63.6633	   1.3711
1088000000.0000	  63.6729	   1.3851
1096000000.0000	  63.6872	   1.3854
1104000000.0000	  63.7026	   1.3964
1112000000.0000	  63.7092	   1.4124
1120000000.0000	  63.7220	   1.4189
1128000000.0000	  63.7347	   1.4310
1136000000.0000	  63.7559	   1.4407
1144000000.0000	  63.7780	   1.4545
1152000000.0000	  63.7895	   1.4640
1160000000.0000	  63.8117	   1.4733
1168000000.0000	  63.8358	   1.4781
1176000000.0000	  63.8572	   1.4940
1184000000.0000	  63.8828	   1.5035
1192000000.0000	  63.8990	   1.5097
1200000000.0000	  63.9192	   1.5174
1208000000.0000	  63.9425	   1.5265
1216000000.0000	  63.9644	   1.5314
1224000000.0000	  63.9914	   1.5418
1232000000.0000	  64.0132	   1.5531
1240000000.0000	  64.0372	   1.5742
1248000000.0000	  64.0680	   1.5894
1256000000.0000	  64.0999	   1.6036
1264000000.0000	  64.1200	   1.6083
1272000000.0000	  64.1551	   1.6281
1280000000.0000	  64.1853	   1.6325
1288000000.0000	  64.2160	   1.6480
1296000000.0000	  64.2419	   1.6639
1304000000.0000	  64.2685	   1.6814
1312000000.0000	  64.2893	   1.6992
1320000000.0000	  64.3139	   1.7073
1328000000.0000	  64.3357	   1.7146
1336000000.0000	  64.3546	   1.7248
1344000000.0000	  64.3629	   1.7342
1352000000.0000	  64.3715	   1.7485
1360000000.0000	  64.3675	   1.7457
1368000000.0000	  64.3665	   1.7536
1376000000.0000	  64.3607	   1.7635
1384000000.0000	  64.3491	   1.7702
1392000000.0000	  64.3236	   1.7713
1400000000.0000	  64.2947	   1.7710
1408000000.0000	  64.2719	   1.7714
1416000000.0000	  64.2499	   1.7716
1424000000.0000	  64.2136	   1.7675
1432000000.0000	  64.1847	   1.7612
1440000000.0000	  64.1531	   1.7552
1448000000.0000	  64.1243	   1.7424
1456000000.0000	  64.1027	   1.7425
1464000000.0000	  64.0807	   1.7303
1472000000.0000	  64.0588	   1.7239
1480000000.0000	  64.0344	   1.7175
1488000000.0000	  64.0103	   1.7013
1496000000.0000	  63.9826	   1.6945
1504000000.0000	  63.9391	   1.6823
1512000000.0000	  63.8940	   1.6511
1520000000.0000	  63.8441	   1.6140
1528000000.0000	  63.7838	   1.5564
1536000000.0000	  63.7301	   1.4796
1544000000.0000	  63.6776	   1.3836
1552000000.0000	  63.6442	   1.2573
1560000000.0000	  63.6470	   1.1236
1568000000.0000	  63.6969	   0.9942
1576000000.0000	  63.7739	   0.8922
1584000000.0000	  63.8803	   0.8102
1592000000.0000	  63.9961	   0.7726
1600000000.0000	  64.1015	   0.7768
1608000000.0000	  64.1966	   0.8083
1616000000.0000	  64.2658	   0.8469
1624000000.0000	  64.3198	   0.8906
1632000000.0000	  64.3701	   0.9369
1640000000.0000	  64.4111	   1.0029
1648000000.0000	  64.4301	   1.0573
1656000000.0000	  64.4519	   1.1054
1664000000.0000	  64.4832	   1.1681
1672000000.0000	  64.4951	   1.2447
1680000000.0000	  64.5015	   1.3193
1688000000.0000	  64.5021	   1.3934
1696000000.0000	  64.4888	   1.4520
1704000000.0000	  64.4924	   1.5096
1712000000.0000	  64.4901	   1.5529
1720000000.0000	  64.4895	   1.5782
1728000000.0000	  64.5114	   1.5991
1736000000.0000	  64.5185	   1.5990
1744000000.0000	  64.5491	   1.5844
1752000000.0000	  64.6087	   1.5624
1760000000.0000	  64.6731	   1.5423
1768000000.0000	  64.7665	   1.5301
1776000000.0000	  64.8704	   1.5431
1784000000.0000	  64.9691	   1.5743
1792000000.0000	  65.0623	   1.6344
1800000000.0000	  65.1375	   1.7265
1808000000.0000	  65.1715	   1.8276
1816000000.0000	  65.1841	   1.9083
1824000000.0000	  65.1732	   1.9706
1832000000.0000	  65.1601	   2.0114
1840000000.0000	  65.1471	   2.0489
1848000000.0000	  65.1156	   2.0667
1856000000.0000	  65.0789	   2.0641
1864000000.0000	  65.0367	   2.0375
1872000000.0000	  64.9842	   1.9986
1880000000.0000	  64.9481	   1.9421
1888000000.0000	  64.8965	   1.8858
1896000000.0000	  64.8365	   1.8352
1904000000.0000	  64.7448	   1.7886
1912000000.0000	  64.6510	   1.7498
1920000000.0000	  64.5578	   1.7202
1928000000.0000	  64.4686	   1.7116
1936000000.0000	  64.3795	   1.7135
1944000000.0000	  64.3287	   1.7370
1952000000.0000	  64.3119	   1.7649
1960000000.0000	  64.3123	   1.8036
1968000000.0000	  64.3410	   1.8485
1976000000.0000	  64.3898	   1.9008
1984000000.0000	  64.4464	   1.9650
1992000000.0000	  64.5039	   2.0383
2000000000.0000	  64.5699	   2.1066
2008000000.0000	  64.6107	   2.1872
2016000000.0000	  64.6474	   2.2574
2024000000.0000	  64.6678	   2.3149
2032000000.0000	  64.6914	   2.3645
2040000000.0000	  64.7132	   2.3923
2048000000.0000	  64.7269	   2.4077
2056000000.0000	  64.7381	   2.4091
2064000000.0000	  64.7418	   2.3892
2072000000.0000	  64.7563	   2.3434
2080000000.0000	  64.7878	   2.2651
2088000000.0000	  64.8479	   2.1736
2096000000.0000	  64.9625	   2.0849
2104000000.0000	  65.1339	   2.0340
2112000000.0000	  65.3150	   2.0567
2120000000.0000	  65.4691	   2.1460
2128000000.0000	  65.5737	   2.2766
2136000000.0000	  65.6194	   2.4233
2144000000.0000	  65.6067	   2.5709
2152000000.0000	  65.5744	   2.6891
2160000000.0000	  65.5198	   2.7801
2168000000.0000	  65.4583	   2.8492
2176000000.0000	  65.4011	   2.9011
2184000000.0000	  65.3458	   2.9347
2192000000.0000	  65.3129	   2.9735
2200000000.0000	  65.2777	   2.9855
2208000000.0000	  65.2607	   3.0095
2216000000.0000	  65.2490	   3.0315
2224000000.0000	  65.2456	   3.0457
2232000000.0000	  65.2508	   3.0629
2240000000.0000	  65.2625	   3.0747
2248000000.0000	  65.2732	   3.0950
2256000000.0000	  65.2926	   3.1070
2264000000.0000	  65.3166	   3.1260
2272000000.0000	  65.3448	   3.1402
2280000000.0000	  65.3670	   3.1554
2288000000.0000	  65.3885	   3.1626
2296000000.0000	  65.4058	   3.1851
2304000000.0000	  65.4285	   3.1971
2312000000.0000	  65.4417	   3.2106
2320000000.0000	  65.4490	   3.2273
2328000000.0000	  65.4441	   3.2574
2336000000.0000	  65.4355	   3.2864
2344000000.0000	  65.4269	   3.3127
2352000000.0000	  65.4025	   3.3441
2360000000.0000	  65.3799	   3.3794
2368000000.0000	  65.3473	   3.4150
2376000000.0000	  65.3041	   3.4418
2384000000.0000	  65.2691	   3.4739
2392000000.0000	  65.2240	   3.4935
2400000000.0000	  65.1800	   3.5150
2408000000.0000	  65.1411	   3.5303
2416000000.0000	  65.1085	   3.5436
2424000000.0000	  65.0719	   3.5554
2432000000.0000	  65.0435	   3.5659
2440000000.0000	  65.0271	   3.5733
2448000000.0000	  65.0049	   3.5782
2456000000.0000	  64.9895	   3.5847
2464000000.0000	  64.9820	   3.5977
2472000000.0000	  64.9759	   3.6117
2480000000.0000	  64.9642	   3.6246
2488000000.0000	  64.9587	   3.6338
2496000000.0000	  64.9445	   3.6442
2504000000.0000	  64.9238	   3.6495
2512000000.0000	  64.8931	   3.6504
2520000000.0000	  64.8588	   3.6533
2528000000.0000	  64.8193	   3.6609
2536000000.0000	  64.7834	   3.6639
2544000000.0000	  64.7395	   3.6824
2552000000.0000	  64.7048	   3.7025
2560000000.0000	  64.6827	   3.7230
2568000000.0000	  64.6696	   3.7451
2576000000.0000	  64.6742	   3.7720
2584000000.0000	  64.6978	   3.7934
2592000000.0000	  64.7351	   3.8206
2600000000.0000	  64.7864	   3.8503
2608000000.0000	  64.8474	   3.8759
2616000000.0000	  64.9150	   3.9059
2624000000.0000	  64.9787	   3.9339
2632000000.0000	  65.0538	   3.9797
2640000000.0000	  65.1175	   4.0224
2648000000.0000	  65.1799	   4.0709
2656000000.0000	  65.2300	   4.1349
2664000000.0000	  65.2640	   4.2056
2672000000.0000	  65.2895	   4.2849
2680000000.0000	  65.2922	   4.3596
2688000000.0000	  65.2870	   4.4524
2696000000.0000	  65.2700	   4.5389
2704000000.0000	  65.2431	   4.6330
2712000000.0000	  65.2125	   4.7256
2720000000.0000	  65.1710	   4.8019
2728000000.0000	  65.1244	   4.8659
2736000000.0000	  65.1070	   4.9104
2744000000.0000	  65.0879	   4.9442
2752000000.0000	  65.0794	   4.9701
2760000000.0000	  65.0666	   4.9909
2768000000.0000	  65.0606	   5.0193
2776000000.0000	  65.0500	   5.0571
2784000000.0000	  65.0210	   5.1064
2792000000.0000	  64.9946	   5.1478
2800000000.0000	  64.9649	   5.1906
2808000000.0000	  64.9361	   5.2207
2816000000.0000	  64.9135	   5.2394
2824000000.0000	  64.9226	   5.2325
2832000000.0000	  64.9383	   5.2170
2840000000.0000	  64.9784	   5.1880
2848000000.0000	  65.0321	   5.1546
2856000000.0000	  65.0996	   5.1038
2864000000.0000	  65.1712	   5.0444
2872000000.0000	  65.2439	   4.9821
2880000000.0000	  65.3233	   4.9021
2888000000.0000	  65.4028	   4.8323
2896000000.0000	  65.4878	   4.7664
2904000000.0000	  65.5686	   4.7127
2912000000.0000	  65.6482	   4.6739
2920000000.0000	  65.7257	   4.6536
2928000000.0000	  65.7854	   4.6385
2936000000.0000	  65.8370	   4.6348
2944000000.0000	  65.8905	   4.6261
2952000000.0000	  65.9354	   4.6214
2960000000.0000	  65.9785	   4.6136
2968000000.0000	  66.0077	   4.5968
2976000000.0000	  66.0377	   4.5816
2984000000.0000	  66.0534	   4.5593
2992000000.0000	  66.0489	   4.5375
3000000000.0000	  66.0298	   4.5136
3008000000.0000	  65.9990	   4.4909
3016000000.0000	  65.9611	   4.4721
3024000000.0000	  65.9227	   4.4544
3032000000.0000	  65.8776	   4.4472
3040000000.0000	  65.8420	   4.4330
3048000000.0000	  65.8123	   4.4346
3056000000.0000	  65.7844	   4.4301
3064000000.0000	  65.7683	   4.4350
3072000000.0000	  65.7579	   4.4405
3080000000.0000	  65.7569	   4.4445
3088000000.0000	  65.7607	   4.4535
3096000000.0000	  65.7714	   4.4574
3104000000.0000	  65.7924	   4.4567
3112000000.0000	  65.8142	   4.4514
3120000000.0000	  65.8370	   4.4493
3128000000.0000	  65.8410	   4.3590
3136000000.0000	  65.8369	   4.3410
3144000000.0000	  65.8382	   4.3293
3152000000.0000	  65.8483	   4.3272
3160000000.0000	  65.8659	   4.3221
3168000000.0000	  65.9061	   4.3362
3176000000.0000	  65.9510	   4.3360
3184000000.0000	  66.0141	   4.3633
3192000000.0000	  66.0826	   4.3873
3200000000.0000	  66.1590	   4.4226
3208000000.0000	  66.2304	   4.4516
3216000000.0000	  66.2909	   4.4972
3224000000.0000	  66.3462	   4.5299
3232000000.0000	  66.3735	   4.5586
3240000000.0000	  66.3950	   4.5932
3248000000.0000	  66.3963	   4.6161
3256000000.0000	  66.3896	   4.6399
3264000000.0000	  66.3612	   4.6589
3272000000.0000	  66.3277	   4.6741
3280000000.0000	  66.2772	   4.6960
3288000000.0000	  66.2213	   4.7164
3296000000.0000	  66.1559	   4.7317
3304000000.0000	  66.0836	   4.7474
3312000000.0000	  66.0129	   4.7658
3320000000.0000	  65.9398	   4.7815
3328000000.0000	  65.8623	   4.8031
3336000000.0000	  65.7770	   4.8312
3344000000.0000	  65.6939	   4.8597
3352000000.0000	  65.6097	   4.8889
3360000000.0000	  65.5326	   4.9124
3368000000.0000	  65.4510	   4.9385
3376000000.0000	  65.3744	   4.9423
3384000000.0000	  65.2974	   4.9549
3392000000.0000	  65.2305	   4.9629
3400000000.0000	  65.1626	   4.9631
3408000000.0000	  65.0998	   4.9659
3416000000.0000	  65.0529	   4.9690
3424000000.0000	  65.0004	   4.9727
3432000000.0000	  64.9621	   4.9879
3440000000.0000	  64.9259	   4.9987
3448000000.0000	  64.8967	   5.0127
3456000000.0000	  64.8775	   5.0238
3464000000.0000	  64.8605	   5.0393
3472000000.0000	  64.8420	   5.0581
3480000000.0000	  64.8258	   5.0772
3488000000.0000	  64.8015	   5.0960
3496000000.0000	  64.7795	   5.1108
3504000000.0000	  64.7594	   5.1274
3512000000.0000	  64.7463	   5.1449
3520000000.0000	  64.7277	   5.1646
3528000000.0000	  64.7198	   5.1830
3536000000.0000	  64.7179	   5.2032
3544000000.0000	  64.7152	   5.2304
3552000000.0000	  64.7072	   5.2564
3560000000.0000	  64.7042	   5.2758
3568000000.0000	  64.6958	   5.2938
3576000000.0000	  64.6736	   5.3074
3584000000.0000	  64.6558	   5.3144
3592000000.0000	  64.6292	   5.3268
3600000000.0000	  64.6024	   5.3364
3608000000.0000	  64.5768	   5.3461
3616000000.0000	  64.5461	   5.3576
3624000000.0000	  64.5326	   5.3609
3632000000.0000	  64.4950	   5.3653
3640000000.0000	  64.4735	   5.3637
3648000000.0000	  64.4538	   5.3667
3656000000.0000	  64.4418	   5.3688
3664000000.0000	  64.4392	   5.3791
3672000000.0000	  64.4311	   5.3961
3680000000.0000	  64.4314	   5.4203
3688000000.0000	  64.4296	   5.4459
3696000000.0000	  64.4281	   5.4736
3704000000.0000	  64.4238	   5.5050
3712000000.0000	  64.4207	   5.5297
3720000000.0000	  64.4253	   5.5621
3728000000.0000	  64.4286	   5.5894
3736000000.0000	  64.4285	   5.6102
3744000000.0000	  64.4251	   5.6221
3752000000.0000	  64.4218	   5.6357
3760000000.0000	  64.4135	   5.6328
3768000000.0000	  64.3957	   5.6296
3776000000.0000	  64.3769	   5.6113
3784000000.0000	  64.3532	   5.6050
3792000000.0000	  64.3198	   5.6081
3800000000.0000	  64.2772	   5.6120
3808000000.0000	  64.2218	   5.6306
3816000000.0000	  64.1695	   5.6581
3824000000.0000	  64.1205	   5.6821
3832000000.0000	  64.0700	   5.7097
3840000000.0000	  64.0328	   5.7342
3848000000.0000	  64.0072	   5.7560
3856000000.0000	  63.9958	   5.7693
3864000000.0000	  63.9908	   5.7752
3872000000.0000	  63.9998	   5.7855
3880000000.0000	  64.0154	   5.7838
3888000000.0000	  64.0384	   5.7732
3896000000.0000	  64.0590	   5.7608
3904000000.0000	  64.0799	   5.7410
3912000000.0000	  64.1048	   5.7187
3920000000.0000	  64.0992	   5.7030
3928000000.0000	  64.1022	   5.6885
3936000000.0000	  64.1049	   5.6729
3944000000.0000	  64.1057	   5.6618
3952000000.0000	  64.1145	   5.6527
3960000000.0000	  64.1201	   5.6484
3968000000.0000	  64.1300	   5.6563
3976000000.0000	  64.1270	   5.6547
3984000000.0000	  64.1257	   5.6600
3992000000.0000	  64.1145	   5.6785
4000000000.0000	  64.1024	   5.6969
4008000000.0000	  64.0797	   5.7124
4016000000.0000	  64.0718	   5.7285
4024000000.0000	  64.0624	   5.7549
