frequency	e'	e''
1000000000.0000	  17.7687	   0.2007
1008000000.0000	  17.7693	   0.2171
1016000000.0000	  17.7666	   0.2344
1024000000.0000	  17.7542	   0.2491
1032000000.0000	  17.7546	   0.2688
1040000000.0000	  17.7455	   0.2776
1048000000.0000	  17.7413	   0.2981
1056000000.0000	  17.7335	   0.3142
1064000000.0000	  17.7280	   0.3120
1072000000.0000	  17.7260	   0.3285
1080000000.0000	  17.7240	   0.3309
1088000000.0000	  17.7227	   0.3366
1096000000.0000	  17.7298	   0.3495
1104000000.0000	  17.7211	   0.3523
1112000000.0000	  17.7189	   0.3612
1120000000.0000	  17.7141	   0.3583
1128000000.0000	  17.7150	   0.3702
1136000000.0000	  17.7149	   0.3709
1144000000.0000	  17.7078	   0.3812
1152000000.0000	  17.7062	   0.3896
1160000000.0000	  17.7046	   0.3986
1168000000.0000	  17.7079	   0.4000
1176000000.0000	  17.7099	   0.4030
1184000000.0000	  17.7092	   0.4106
1192000000.0000	  17.7009	   0.4138
1200000000.0000	  17.7019	   0.4177
1208000000.0000	  17.6995	   0.4194
1216000000.0000	  17.7021	   0.4248
1224000000.0000	  17.6983	   0.4318
1232000000.0000	  17.6964	   0.4372
1240000000.0000	  17.6926	   0.4446
1248000000.0000	  17.6883	   0.4536
1256000000.0000	  17.6986	   0.4582
1264000000.0000	  17.6988	   0.4590
1272000000.0000	  17.6943	   0.4612
1280000000.0000	  17.6868	   0.4647
1288000000.0000	  17.6850	   0.4660
1296000000.0000	  17.6823	   0.4635
1304000000.0000	  17.6797	   0.4738
1312000000.0000	  17.6809	   0.4729
1320000000.0000	  17.6769	   0.4771
1328000000.0000	  17.6737	   0.4854
1336000000.0000	  17.6714	   0.4904
1344000000.0000	  17.6729	   0.4990
1352000000.0000	  17.6760	   0.5034
1360000000.0000	  17.6719	   0.5058
1368000000.0000	  17.6684	   0.5100
1376000000.0000	  17.6634	   0.5097
1384000000.0000	  17.6592	   0.5101
1392000000.0000	  17.6566	   0.5125
1400000000.0000	  17.6590	   0.5118
1408000000.0000	  17.6620	   0.5224
1416000000.0000	  17.6515	   0.5252
1424000000.0000	  17.6555	   0.5339
1432000000.0000	  17.6504	   0.5296
1440000000.0000	  17.6550	   0.5360
1448000000.0000	  17.6548	   0.5328
1456000000.0000	  17.6562	   0.5411
1464000000.0000	  17.6521	   0.5359
1472000000.0000	  17.6485	   0.5305
1480000000.0000	  17.6507	   0.5263
1488000000.0000	  17.6530	   0.5250
1496000000.0000	  17.6553	   0.5192
1504000000.0000	  17.6544	   0.5153
1512000000.0000	  17.6608	   0.5171
1520000000.0000	  17.6788	   0.5123
1528000000.0000	  17.6950	   0.5162
1536000000.0000	  17.7031	   0.5279
1544000000.0000	  17.7155	   0.5304
1552000000.0000	  17.7251	   0.5399
1560000000.0000	  17.7283	   0.5474
1568000000.0000	  17.7256	   0.5546
1576000000.0000	  17.7257	   0.5597
1584000000.0000	  17.7106	   0.5703
1592000000.0000	  17.7006	   0.5753
1600000000.0000	  17.6965	   0.5870
1608000000.0000	  17.6929	   0.5955
1616000000.0000	  17.6988	   0.5946
1624000000.0000	  17.6920	   0.5994
1632000000.0000	  17.6887	   0.5988
1640000000.0000	  17.6815	   0.5961
1648000000.0000	  17.6815	   0.5913
1656000000.0000	  17.6757	   0.5872
1664000000.0000	  17.6721	   0.5873
1672000000.0000	  17.6615	   0.5818
1680000000.0000	  17.6525	   0.5698
1688000000.0000	  17.6502	   0.5632
1696000000.0000	  17.6541	   0.5554
1704000000.0000	  17.6609	   0.5518
1712000000.0000	  17.6791	   0.5299
1720000000.0000	  17.7018	   0.5187
1728000000.0000	  17.7295	   0.5147
1736000000.0000	  17.7604	   0.5158
1744000000.0000	  17.7904	   0.5224
1752000000.0000	  17.8081	   0.5411
1760000000.0000	  17.8216	   0.5567
1768000000.0000	  17.8285	   0.5817
1776000000.0000	  17.8335	   0.6049
1784000000.0000	  17.8344	   0.6267
1792000000.0000	  17.8378	   0.6465
1800000000.0000	  17.8401	   0.6674
1808000000.0000	  17.8406	   0.6845
1816000000.0000	  17.8406	   0.6960
1824000000.0000	  17.8455	   0.7093
1832000000.0000	  17.8468	   0.7197
1840000000.0000	  17.8418	   0.7299
1848000000.0000	  17.8379	   0.7309
1856000000.0000	  17.8308	   0.7401
1864000000.0000	  17.8170	   0.7487
1872000000.0000	  17.8101	   0.7592
1880000000.0000	  17.8050	   0.7665
1888000000.0000	  17.8078	   0.7692
1896000000.0000	  17.8041	   0.7802
1904000000.0000	  17.8031	   0.7809
1912000000.0000	  17.8056	   0.7915
1920000000.0000	  17.8083	   0.7927
1928000000.0000	  17.8104	   0.7926
1936000000.0000	  17.8096	   0.7917
1944000000.0000	  17.7985	   0.7888
1952000000.0000	  17.8036	   0.7829
1960000000.0000	  17.7868	   0.7879
1968000000.0000	  17.7880	   0.7840
1976000000.0000	  17.7892	   0.7915
1984000000.0000	  17.7848	   0.7945
1992000000.0000	  17.7886	   0.7968
2000000000.0000	  17.7953	   0.7917
2008000000.0000	  17.8107	   0.7905
2016000000.0000	  17.8152	   0.7902
2024000000.0000	  17.8205	   0.7868
2032000000.0000	  17.8228	   0.7858
2040000000.0000	  17.8270	   0.7835
2048000000.0000	  17.8280	   0.7884
2056000000.0000	  17.8345	   0.7923
2064000000.0000	  17.8323	   0.8068
2072000000.0000	  17.8373	   0.8185
2080000000.0000	  17.8405	   0.8330
2088000000.0000	  17.8405	   0.8442
2096000000.0000	  17.8493	   0.8550
2104000000.0000	  17.8569	   0.8661
2112000000.0000	  17.8588	   0.8703
2120000000.0000	  17.8622	   0.8782
2128000000.0000	  17.8583	   0.8842
2136000000.0000	  17.8556	   0.8872
2144000000.0000	  17.8495	   0.8973
2152000000.0000	  17.8450	   0.9047
2160000000.0000	  17.8410	   0.9135
2168000000.0000	  17.8415	   0.9249
2176000000.0000	  17.8395	   0.9322
2184000000.0000	  17.8430	   0.9405
2192000000.0000	  17.8517	   0.9489
2200000000.0000	  17.8550	   0.9518
2208000000.0000	  17.8652	   0.9548
2216000000.0000	  17.8609	   0.9518
2224000000.0000	  17.8594	   0.9542
2232000000.0000	  17.8542	   0.9564
2240000000.0000	  17.8603	   0.9607
2248000000.0000	  17.8595	   0.9685
2256000000.0000	  17.8550	   0.9741
2264000000.0000	  17.8487	   0.9868
2272000000.0000	  17.8512	   0.9996
2280000000.0000	  17.8583	   1.0080
2288000000.0000	  17.8660	   1.0163
2296000000.0000	  17.8683	   1.0198
2304000000.0000	  17.8696	   1.0232
2312000000.0000	  17.8631	   1.0267
