frequency	e'	e''
1000000000.0000	  61.6539	   1.7401
1008000000.0000	  61.7682	   1.7609
1016000000.0000	  61.8328	   1.7792
1024000000.0000	  61.9201	   1.8049
1032000000.0000	  62.0229	   1.8276
1040000000.0000	  62.0791	   1.8553
1048000000.0000	  62.0476	   1.8695
1056000000.0000	  61.9672	   1.8879
1064000000.0000	  61.8855	   1.8973
1072000000.0000	  61.9079	   1.9264
1080000000.0000	  62.0505	   1.9442
1088000000.0000	  62.2137	   1.9723
1096000000.0000	  62.3029	   1.9916
1104000000.0000	  62.2921	   2.0098
1112000000.0000	  62.3221	   2.0369
1120000000.0000	  62.4020	   2.0652
1128000000.0000	  62.4626	   2.0875
1136000000.0000	  62.4621	   2.1144
1144000000.0000	  62.4517	   2.1359
1152000000.0000	  62.4289	   2.1494
1160000000.0000	  62.4442	   2.1745
1168000000.0000	  62.5583	   2.2022
1176000000.0000	  62.6919	   2.2281
1184000000.0000	  62.7534	   2.2472
1192000000.0000	  62.7185	   2.2620
1200000000.0000	  62.7919	   2.2749
1208000000.0000	  62.9781	   2.3116
1216000000.0000	  63.1546	   2.3505
1224000000.0000	  63.2514	   2.3686
1232000000.0000	  63.3109	   2.3938
1240000000.0000	  63.3263	   2.4181
1248000000.0000	  63.3064	   2.4429
1256000000.0000	  63.3199	   2.4744
1264000000.0000	  63.3163	   2.5065
1272000000.0000	  63.2235	   2.5376
1280000000.0000	  62.9747	   2.5530
1288000000.0000	  62.7732	   2.5791
1296000000.0000	  62.6710	   2.6156
1304000000.0000	  62.5850	   2.6406
1312000000.0000	  62.4752	   2.6514
1320000000.0000	  62.4320	   2.6395
1328000000.0000	  62.4902	   2.6107
1336000000.0000	  62.5831	   2.5461
1344000000.0000	  62.6986	   2.4724
1352000000.0000	  62.8292	   2.3783
1360000000.0000	  62.9768	   2.3159
1368000000.0000	  63.1312	   2.2789
1376000000.0000	  63.3270	   2.2863
1384000000.0000	  63.4887	   2.3361
1392000000.0000	  63.5800	   2.4047
1400000000.0000	  63.6138	   2.4794
1408000000.0000	  63.5903	   2.5459
1416000000.0000	  63.5683	   2.5981
1424000000.0000	  63.5525	   2.6432
1432000000.0000	  63.5815	   2.6853
1440000000.0000	  63.6099	   2.7118
1448000000.0000	  63.5964	   2.7242
1456000000.0000	  63.5245	   2.7250
1464000000.0000	  63.4711	   2.7215
1472000000.0000	  63.5184	   2.7204
1480000000.0000	  63.5648	   2.7231
1488000000.0000	  63.5641	   2.7186
1496000000.0000	  63.5304	   2.7120
1504000000.0000	  63.4700	   2.7136
1512000000.0000	  63.5438	   2.7585
1520000000.0000	  63.6673	   2.8370
1528000000.0000	  63.7754	   2.9439
1536000000.0000	  63.8164	   3.0535
1544000000.0000	  63.8322	   3.1648
1552000000.0000	  63.8006	   3.2425
1560000000.0000	  63.7207	   3.2982
1568000000.0000	  63.6058	   3.3100
1576000000.0000	  63.4526	   3.3103
1584000000.0000	  63.2964	   3.3092
1592000000.0000	  63.1418	   3.2873
1600000000.0000	  62.9801	   3.2792
1608000000.0000	  62.8365	   3.2697
1616000000.0000	  62.6726	   3.2548
1624000000.0000	  62.4990	   3.2291
1632000000.0000	  62.2505	   3.2034
1640000000.0000	  62.0802	   3.1837
1648000000.0000	  61.9607	   3.1720
1656000000.0000	  61.9178	   3.1639
1664000000.0000	  61.9868	   3.1655
1672000000.0000	  62.1736	   3.1799
1680000000.0000	  62.4127	   3.2090
1688000000.0000	  62.6491	   3.2300
1696000000.0000	  62.8565	   3.2553
1704000000.0000	  63.0019	   3.2922
1712000000.0000	  63.1290	   3.3156
1720000000.0000	  63.1720	   3.3375
1728000000.0000	  63.2105	   3.3645
1736000000.0000	  63.2092	   3.3887
1744000000.0000	  63.1733	   3.3927
1752000000.0000	  63.0940	   3.4060
1760000000.0000	  63.0198	   3.4018
1768000000.0000	  62.9518	   3.3923
1776000000.0000	  62.8451	   3.3894
1784000000.0000	  62.7262	   3.3912
1792000000.0000	  62.5553	   3.3756
1800000000.0000	  62.3761	   3.3627
1808000000.0000	  62.1277	   3.3504
1816000000.0000	  61.9006	   3.3506
1824000000.0000	  61.7399	   3.3459
1832000000.0000	  61.6457	   3.3488
1840000000.0000	  61.5818	   3.3507
1848000000.0000	  61.5922	   3.3575
1856000000.0000	  61.6634	   3.3631
1864000000.0000	  61.7691	   3.3736
1872000000.0000	  61.9228	   3.3911
