frequency	e'	e''
1000000000.0000	  32.9492	   1.0035
1008000000.0000	  32.7098	   1.0035
1016000000.0000	  32.4769	   0.9948
1024000000.0000	  32.2148	   0.9992
1032000000.0000	  31.9391	   0.9926
1040000000.0000	  31.5987	   1.0011
1048000000.0000	  31.2963	   0.9955
1056000000.0000	  31.0557	   0.9971
1064000000.0000	  30.8751	   0.9991
1072000000.0000	  30.6779	   0.9985
1080000000.0000	  30.4250	   0.9950
1088000000.0000	  30.1677	   0.9941
1096000000.0000	  29.9741	   0.9899
1104000000.0000	  29.7621	   0.9818
1112000000.0000	  29.5897	   0.9862
1120000000.0000	  29.4477	   0.9927
1128000000.0000	  29.2670	   0.9871
1136000000.0000	  29.0144	   0.9871
1144000000.0000	  28.6909	   0.9877
1152000000.0000	  28.4641	   0.9832
1160000000.0000	  28.1468	   0.9805
1168000000.0000	  27.8159	   0.9748
1176000000.0000	  27.5281	   0.9722
1184000000.0000	  27.2510	   0.9612
1192000000.0000	  27.0070	   0.9541
1200000000.0000	  26.8008	   0.9420
1208000000.0000	  26.6513	   0.9503
1216000000.0000	  26.5157	   0.9421
1224000000.0000	  26.3243	   0.9399
1232000000.0000	  26.1385	   0.9374
1240000000.0000	  25.9861	   0.9352
1248000000.0000	  25.8085	   0.9351
1256000000.0000	  25.6739	   0.9289
1264000000.0000	  25.5858	   0.9270
1272000000.0000	  25.4702	   0.9256
1280000000.0000	  25.3598	   0.9169
1288000000.0000	  25.2785	   0.9112
1296000000.0000	  25.2115	   0.9042
1304000000.0000	  25.1476	   0.8994
1312000000.0000	  25.0547	   0.8909
1320000000.0000	  24.9900	   0.8826
1328000000.0000	  24.9047	   0.8665
1336000000.0000	  24.8257	   0.8554
1344000000.0000	  24.7354	   0.8345
1352000000.0000	  24.5656	   0.8062
1360000000.0000	  24.4530	   0.7837
1368000000.0000	  24.4489	   0.7738
1376000000.0000	  24.3927	   0.7730
1384000000.0000	  24.2762	   0.7872
1392000000.0000	  24.1506	   0.8063
1400000000.0000	  24.0066	   0.8217
1408000000.0000	  23.9242	   0.8400
1416000000.0000	  23.8924	   0.8519
1424000000.0000	  23.8587	   0.8674
1432000000.0000	  23.7754	   0.8723
1440000000.0000	  23.6935	   0.8692
1448000000.0000	  23.5576	   0.8552
1456000000.0000	  23.4468	   0.8420
